Threat Category,IOCs (Indicators of Compromise),Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Predicted Threat Category,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels,Word Count
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Web,North Korea,0.61,5,DDoS,Quarantine,2,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,25
DDoS,['123.456.78.9'],APT-28,Web,Germany,0.66,3,Phishing,Increase Web Security,4,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware,47
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Email,Global,0.63,5,Phishing,Monitor for Phishing,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS,19
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Network,Germany,0.54,3,Ransomware,Monitor for Phishing,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,46
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Global,0.54,3,Ransomware,Increase Web Security,4,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing,35
DDoS,['123.456.78.9'],APT-28,Network,North Korea,0.6,2,Malware,Patch Vulnerability,2,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,37
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Web,USA,0.53,5,Ransomware,Quarantine,1,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,21
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Web,USA,0.81,5,DDoS,Patch Vulnerability,4,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",DDoS,29
Malware,['123.456.78.9'],Anonymous,Network,Germany,0.64,5,Phishing,Quarantine,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,23
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Network,USA,0.64,1,Phishing,Monitor for Phishing,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware,44
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Email,North Korea,0.67,3,Phishing,Monitor for Phishing,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware,38
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Web,Germany,0.83,5,Ransomware,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,21
Ransomware,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,Global,0.94,1,Phishing,Quarantine,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,27
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,USA,0.88,2,Phishing,Monitor for Phishing,3,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing,11
Phishing,"['malicious.net', 'spam.exe']",APT-28,Email,Russia,0.86,5,Phishing,Monitor for Phishing,2,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware,11
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,USA,0.74,5,Malware,Monitor for Phishing,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS,26
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Global,0.85,1,Malware,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,19
DDoS,['123.456.78.9'],Lazarus Group,Email,Germany,0.78,3,Ransomware,Patch Vulnerability,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,27
Phishing,['123.456.78.9'],Unknown,Email,Global,0.61,2,Phishing,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware,31
Malware,"['malicious.net', 'spam.exe']",Unknown,Email,Russia,0.6,5,Ransomware,Monitor for Phishing,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,28
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Email,North Korea,0.65,3,Phishing,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,10
Ransomware,"['malicious.net', 'spam.exe']",Anonymous,Email,USA,0.96,2,Phishing,Patch Vulnerability,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,33
Malware,['123.456.78.9'],Anonymous,Web,Germany,0.77,4,Phishing,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,45
Malware,['123.456.78.9'],Unknown,Email,North Korea,0.87,4,Ransomware,Increase Web Security,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing,34
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Network,Global,0.67,2,Ransomware,Monitor for Phishing,5,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,45
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,Germany,0.7,1,Phishing,Monitor for Phishing,4,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,40
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Email,North Korea,0.56,2,DDoS,Monitor for Phishing,5,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,40
Ransomware,['123.456.78.9'],APT-28,Web,Germany,0.59,2,Ransomware,Quarantine,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,11
Phishing,['123.456.78.9'],APT-28,Web,Russia,0.91,1,Malware,Monitor for Phishing,3,malware detected in email attachment,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,28
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Network,Russia,0.79,1,Ransomware,Increase Web Security,4,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,21
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Network,USA,0.67,3,Phishing,Patch Vulnerability,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing,19
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Web,USA,0.9,3,DDoS,Quarantine,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,40
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Russia,0.62,1,Phishing,Patch Vulnerability,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,31
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Email,Germany,0.99,4,Malware,Monitor for Phishing,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware,32
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Russia,0.67,4,Ransomware,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing,32
Ransomware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,USA,0.67,2,Ransomware,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware,24
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Russia,0.66,5,Phishing,Increase Web Security,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware,35
Ransomware,['123.456.78.9'],Lazarus Group,Network,Russia,0.56,2,Phishing,Increase Web Security,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,12
DDoS,"['malicious.net', 'spam.exe']",Anonymous,Email,Germany,0.56,2,Malware,Quarantine,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,32
Malware,['123.456.78.9'],Lazarus Group,Web,North Korea,0.82,5,DDoS,Patch Vulnerability,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS,29
Phishing,"['malwarehash123', 'trojan.com']",APT-28,Network,USA,0.94,1,Malware,Monitor for Phishing,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,49
Phishing,"['malicious.net', 'spam.exe']",Unknown,Email,Germany,0.9,4,DDoS,Monitor for Phishing,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware,48
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Email,Russia,0.57,2,Ransomware,Monitor for Phishing,5,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",DDoS,17
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Russia,0.77,5,DDoS,Monitor for Phishing,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS,27
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,North Korea,0.55,3,DDoS,Increase Web Security,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,15
Phishing,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,USA,0.52,2,Ransomware,Patch Vulnerability,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,36
Ransomware,"['malicious.net', 'spam.exe']",APT-28,Network,USA,0.83,4,Ransomware,Patch Vulnerability,3,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,45
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Email,Global,0.77,1,Ransomware,Quarantine,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,24
Malware,['123.456.78.9'],Lazarus Group,Web,USA,0.54,2,Malware,Increase Web Security,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,46
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,North Korea,0.52,2,Ransomware,Monitor for Phishing,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,14
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Global,0.99,5,Phishing,Patch Vulnerability,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,48
Malware,['123.456.78.9'],Lazarus Group,Network,Global,0.52,3,Ransomware,Patch Vulnerability,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware,18
Malware,"['malwarehash123', 'trojan.com']",Unknown,Web,Russia,0.72,3,Ransomware,Increase Web Security,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,16
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Web,Russia,0.75,1,Ransomware,Quarantine,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware,29
DDoS,"['malicious.net', 'spam.exe']",APT-28,Email,USA,0.56,4,DDoS,Quarantine,1,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,19
Phishing,"['malicious.net', 'spam.exe']",Unknown,Email,Global,0.58,1,Malware,Monitor for Phishing,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,35
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,Russia,0.68,2,Ransomware,Quarantine,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing,13
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Network,North Korea,0.88,2,Malware,Patch Vulnerability,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,47
Malware,"['malicious.net', 'spam.exe']",APT-28,Network,Russia,0.75,3,Phishing,Quarantine,5,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,33
Malware,"['malwarehash123', 'trojan.com']",APT-28,Network,Russia,0.82,4,Phishing,Monitor for Phishing,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing,23
DDoS,['123.456.78.9'],Lazarus Group,Email,Global,0.99,5,Ransomware,Patch Vulnerability,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,10
DDoS,"['malwarehash123', 'trojan.com']",Anonymous,Network,Global,0.88,4,Phishing,Quarantine,4,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware,26
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Germany,0.72,2,Malware,Quarantine,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,33
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Email,North Korea,0.72,5,DDoS,Increase Web Security,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS,36
Ransomware,"['192.168.1.1', 'malicious.com']",Unknown,Network,Global,0.81,4,Ransomware,Monitor for Phishing,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware,16
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,USA,0.83,4,Phishing,Quarantine,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing,18
Ransomware,['123.456.78.9'],Lazarus Group,Web,North Korea,0.75,5,Malware,Increase Web Security,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware,44
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Web,North Korea,0.82,2,Malware,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,21
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Global,0.51,4,Phishing,Increase Web Security,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,30
Phishing,['123.456.78.9'],APT-28,Email,North Korea,0.71,5,Malware,Increase Web Security,3,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware,12
DDoS,"['192.168.1.1', 'malicious.com']",Unknown,Email,Global,0.64,2,Malware,Quarantine,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,24
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Russia,0.56,5,Ransomware,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,30
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Germany,0.55,5,Malware,Quarantine,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing,19
DDoS,"['malicious.net', 'spam.exe']",Unknown,Email,Russia,0.8,4,Phishing,Increase Web Security,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS,42
DDoS,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Global,0.76,2,Ransomware,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,15
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Network,Global,0.63,4,Phishing,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware,11
Phishing,['123.456.78.9'],Unknown,Web,Russia,0.74,1,DDoS,Increase Web Security,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,38
